ID,Phone Number رقم الهاتف,Company الشركة,latitutde,longitude
24696005,2167911553,Cornsilk,"حنبولي, آل الشيخ and مهنا",43.807954,14.558230
18300192,+1-087-307-2541x48347,SteelBlue,آل العسكري PLC,-4.360514,-157.764333
22559999,338-489-4771,OliveDrab,آل جعفر Ltd,75.6322975,173.520172
09772236,667-518-0562x9056,Khaki,بن لادن-أبو داوود,-19.448029,175.840845
26653204,001-064-927-1016x9100,MediumSeaGreen,"المهنا, المهيدب and أبا الخيل",-86.4585185,55.163535
56323771,(303)528-6893,HoneyDew,أبو داوود-كانو,68.558433,104.460780
01818123,001-513-893-5100x07078,Navy,العليان-المشاولة,-22.064246,7.284423
33874548,547-436-6559,Beige,"الراشد, آل علي and حنبولي",-87.0308055,-174.768345
41080610,001-924-952-5851x1127,DarkTurquoise,"فصيل, آل صفوان and الراشد",-54.774550,154.670109
48073233,(166)601-7321x44227,DarkSeaGreen,كانو-المشاولة,17.921501,-6.003969
95139364,923.830.0318x80844,LightCyan,"الجفالي, العجلان and آل علي",17.512090,68.407665
09969643,832-481-7959x1804,Azure,"الجابر, مهنا and آل عطفة",-25.731457,-52.043600
84658555,6586125449,FireBrick,"آل عايض, المشاولة and آل خضير",-9.391034,24.738499
47460461,952.638.3891x3676,Coral,أبو داوود-مهنا,-62.7550845,100.209550
27105634,(820)897-6407x496,LightSalmon,آل صفوان-العجلان,-40.746925,23.213910
44454760,(666)314-6839x9810,Beige,آل عايض-الدباغ,42.540277,-110.239598
79530910,276.972.2912,NavajoWhite,"آل صفوان, آل بن ظافر and آل عطفة",-54.0107835,-68.825312
15937971,495-609-6981,MediumSpringGreen,مهنا-الشايع,19.9251285,80.952648
56769791,566.394.0657,DarkSlateGray,المغاولة PLC,-21.982960,157.708507
21739156,001-900-315-0348x89311,Linen,بقشان Ltd,19.688216,-8.195735
44022235,(844)433-8407x1048,AntiqueWhite,"بن لادن, العجلان and آل قصير",67.922430,-147.241011
72705735,001-518-097-3859,BurlyWood,آل حسين-الخرافي,-67.8671025,109.186875
43703982,001-098-305-3285,Chocolate,"آل مقطة, آل حسين and الشايع",-33.301476,22.665348
70996494,001-985-872-9298x14096,Gray,الخرافي PLC,37.8257355,-131.229175
81747405,(992)859-3065,SlateGray,"آل حسين, الحجار and فصيل",-23.680416,95.132229
24499057,171-088-7347,DarkSeaGreen,آل سلطان-بن لادن,-6.556115,70.348881
75162351,250.452.0191x03989,AliceBlue,المهنا-آل عطفة,-47.3968095,-169.131743
55294164,878.928.6331x618,Blue,"آل عايض, الحجار and آل خضير",61.260545,-85.526571
86506601,(859)936-1825,LightBlue,"آل عطفة, آل خضير and آل عطفة",-20.2480975,106.811449
55266086,+1-842-276-3060,PaleGoldenRod,"فصيل, آل بن ظافر and فصيل",38.0162935,114.625394
56441741,001-689-088-6611x3745,LightBlue,المشاولة Group,86.8312295,-125.919193
82811044,404.428.0365,Olive,آل صفوان LLC,82.369822,-113.749307
82790790,+1-884-183-0602x66861,Salmon,آل مقطة-آل خضير,-24.1267235,-119.027754
11102236,001-726-131-8495x041,AntiqueWhite,الجفالي-الحكير,62.781339,22.760400
76650741,(373)151-7317x228,PeachPuff,"حنبولي, آل عواض and أبا الخيل",83.0450555,32.396021
74656257,(985)686-7536,Blue,آل محمد بن علي بن جماز-آل العسكري,12.6257315,-80.688786
07714658,382.382.7476x422,Bisque,آل خضير-العقيل,-17.9712985,-26.689280
23671683,936.246.2440,SteelBlue,"آل عايض, الخرافي and المغاولة",84.1149225,157.069801
62380560,+1-942-871-2215,DarkGray,"آل الشيخ, حنبولي and العقيل",63.5945615,8.168789
04675914,(527)842-3260,DarkSlateGray,آل جعفر PLC,-25.7997015,87.197203
80157069,531-825-8874x03032,MintCream,"آل عواض, بن لادن and فصيل",24.755889,-172.900980
28224112,(053)137-1078,DarkCyan,الجابر Ltd,67.5571075,-108.789281
99533243,887.434.2767x29460,MediumOrchid,مهنا-آل محمد بن علي بن جماز,-72.981693,128.750283
08037206,632-496-4558,PowderBlue,أبو داوود Inc,-10.685475,31.861316
56244649,001-787-698-2610,Orchid,"مهنا, الخرافي and الخرافي",66.331412,-5.339304
71185408,6019305862,Azure,آل جعفر Group,6.7636195,-20.760170
49729450,(751)278-4960x7612,Blue,آل عايض-آل جعفر,-64.3535775,48.936515
68253776,+1-481-762-8500x316,Ivory,آل معيض PLC,-66.300692,-137.844382
81112449,(828)540-9482x97958,DarkKhaki,آل خضير Ltd,1.207257,29.010756
00995511,368-206-9979x164,Moccasin,"المشاولة, آل خضير and الحجار",-47.600100,17.572405
43149902,(388)420-1821x8904,Brown,الدباغ-آل جعفر,-15.2550325,122.749189
16694156,(152)609-4517x68647,GreenYellow,"شربتلي, آل علي and العليان",86.632243,12.527745
82930226,+1-936-745-6365x4532,SlateBlue,آل عايض-الجفالي,-68.5707985,-145.915157
58608340,+1-140-214-6323x88823,Olive,العجلان and Sons,-46.490803,-54.972641
02306346,001-086-429-7326,LightGoldenRodYellow,"الجابر, الحكير and آل عطفة",-81.9001595,147.042938
06083410,430-646-4083x4336,RosyBrown,"آل الشيخ, العليان and آل عايض",80.0607785,5.556150
26232140,629-008-7802,Coral,"المهنا, آل علي and المهنا",-84.993259,-164.198992
34792148,001-959-135-9697x35479,Turquoise,آل علي and Sons,-37.7036965,164.284055
80562177,129-803-4066x36640,MistyRose,آل عطفة-الراشد,-14.191588,50.002013
63600124,+1-818-264-9762x4283,MediumAquaMarine,العجلان Inc,-80.2548995,140.812287
62492447,+1-330-842-3122x5430,MediumPurple,"الشايع, المشاولة and آل خضير",-72.4784555,-60.873953
01744958,(818)148-4901,GoldenRod,أبو داوود and Sons,46.333102,81.486179
59726968,519-486-7617x1713,DarkCyan,"أبو داوود, الجفالي and آل سعود",86.0740475,-166.741753
90089701,(234)121-3708,DarkGray,آل صفوان-المشاولة,7.5052005,-91.957428
71281421,(650)969-6368x3358,DarkSlateBlue,"الدباغ, المهيدب and الحكير",-45.4236495,-112.553007
50501793,001-065-957-4698x8289,PapayaWhip,بن لادن-بقشان,-71.1994645,124.310792
63807554,0929201163,Tomato,شربتلي Ltd,-21.1369725,-178.441280
94452006,001-266-832-8213,DarkSeaGreen,حجار and Sons,-15.6758825,-157.860746
04847816,(894)549-2370x40594,DarkRed,حجار and Sons,-78.904696,92.095476
26188607,316-240-7717x9935,Lavender,"المهنا, كانو and المهيدب",-20.6495885,-111.102445
75861025,594-655-4525x12168,Chocolate,"آل الشيخ, المغاولة and آل سلطان",-5.664978,-128.815946
25560992,940-767-0542,PapayaWhip,"آل محمد بن علي بن جماز, المهيدب and آل عواض",-58.610733,-72.315081
97586159,001-032-991-6493,DarkRed,"كانو, المغاولة and آل بن ظافر",-20.7683305,-163.282343
97984474,018-447-0587x280,BlanchedAlmond,آل سعود-شربتلي,32.868496,-62.643300
54987593,800.238.2830x530,SaddleBrown,الشايع PLC,0.870047,-5.793075
